adview,views,likes,dislikes,comment,year,day_of_week,month,day,week_number,season,quarter,part_of_month
1,863852,1605,216,148,2015,0,6,1,23,2,1,0
13,156211,454,15,32,2013,2,9,18,38,3,2,1
4,145843,137,46,6,2014,1,2,4,6,0,0,0
3,1119574,4226,219,338,2015,6,6,14,24,2,1,1
1,203019,7859,159,197,2016,4,7,15,28,2,2,1
1,253295,1473,263,F,2017,2,2,8,6,0,0,0
1,22265,155,6,12,2016,5,8,6,31,2,2,0
18,1468281,1953,885,F,2016,5,7,30,30,2,2,2
2,900469,1324,96,95,2011,4,5,6,18,1,1,0
1,7755,29,22,16,2012,0,8,20,34,2,2,1
5,8069,23,2,1,2012,3,9,27,39,3,2,2
1,3509,0,0,0,2013,2,9,11,37,3,2,1
1,325065,617,80,28,2016,4,2,26,8,0,0,2
1,32205,20,4,4,2013,1,1,22,4,0,0,2
1,260949,510,137,22,2014,2,6,25,26,2,1,2
11,295599,1054,36,90,2014,3,4,3,14,1,1,0
11,4354,10,0,1,2016,2,10,12,41,3,3,1
2,731282,2630,328,149,2017,3,4,6,14,1,1,0
1,35832,67,10,1,2016,6,7,31,30,2,2,2
2,690121,720,128,21,2016,1,9,13,37,3,2,1
9,846929,649,310,56,2013,2,11,6,45,3,3,0
1,705638,1541,166,127,2016,4,6,3,22,2,1,0
1,845320,4396,219,202,2013,1,6,4,23,2,1,0
2,2899,17,0,1,2013,4,5,31,22,1,1,2
3,165294,1057,114,210,2015,6,7,26,30,2,2,2
3,70830,165,7,6,2014,4,4,4,14,1,1,0
2,22353,23,9,1,2014,0,3,3,10,1,0,0
1,589852,709,77,108,2016,4,8,5,31,2,2,0
5,498909,1404,102,50,2011,4,8,5,31,2,2,0
5,1418331,4156,265,216,2016,1,9,20,38,3,2,1
19,1224550,600,195,56,2015,3,8,27,35,2,2,2
1,715951,2947,106,123,2013,6,7,21,29,2,2,2
1,4746,12,3,0,2017,1,3,7,10,1,0,0
35,6918395,39430,1743,3940,2016,4,8,19,33,2,2,1
1,43500,407,24,93,2013,1,3,5,10,1,0,0
1,13134,32,0,1,2016,3,6,23,25,2,1,2
1,186889,375,14,10,2014,0,6,9,24,2,1,0
1,320,1,0,0,2012,4,7,27,30,2,2,2
3,110823,349,50,18,2014,0,4,7,15,1,1,0
3,7200,135,11,39,2013,1,10,29,44,3,3,2
1,51534,66,8,5,2016,5,2,13,6,0,0,1
6,688600,2492,579,1781,2016,2,3,2,9,1,0,0
1,7520,463,4,38,2014,3,11,20,47,3,3,1
5682,9029,27,2,0,2015,0,3,2,10,1,0,0
1,223,1,0,0,2016,3,9,15,37,3,2,1
1,163066,828,111,57,2015,2,7,1,27,2,2,0
5,274,8,0,4,2016,4,10,14,41,3,3,1
32248,38580,52,8,1,2015,3,9,17,38,3,2,1
8,1764825,10506,336,1145,2016,3,3,24,12,1,0,2
1,98702,260,14,23,2016,4,8,26,34,2,2,2
3,74087,562,35,31,2015,0,7,27,31,2,2,2
1,28484,41,21,32,2009,4,10,9,41,3,3,0
1,191275,373,19,4,2015,3,5,21,21,1,1,2
3,307992,246,54,19,2015,3,9,10,37,3,2,0
1622,973378,1228,351,135,2015,2,12,16,51,0,3,1
1,2828832,43270,3379,3158,2013,5,8,10,32,2,2,0
2,196595,504,34,13,2015,4,2,20,8,0,0,1
33,1322913,11917,423,1536,2016,1,11,1,44,3,3,0
27,238667,4669,83,3185,2016,2,12,21,51,0,3,2
40,1356695,2299,275,106,2012,0,7,9,28,2,2,0
1,155267,4882,30,345,2016,0,9,5,36,3,2,0
1,145761,468,134,464,2012,2,7,18,29,2,2,1
1,698,14,0,0,2017,4,1,6,1,0,0,0
1,109851,746,69,587,2016,5,8,27,34,2,2,2
1,109244,1202,21,221,2016,2,9,21,38,3,2,2
1,208880,681,23,16,2014,4,8,1,31,2,2,0
1,51207,22,2,9,2008,0,10,27,44,3,3,2
1,11866,43,3,5,2015,2,9,23,39,3,2,2
3,766532,2598,345,152,2016,3,7,7,27,2,2,0
1,1734324,4639,362,230,2014,2,5,28,22,1,1,2
1,194432,8829,96,655,2016,0,9,12,37,3,2,1
1,154563,941,29,37,2016,3,3,3,9,1,0,0
1,594050,3945,454,2885,2017,0,1,23,4,0,0,2
9,217427,230,78,28,2013,4,10,25,43,3,3,2
6,3939971,10556,1053,1194,2015,6,9,27,39,3,2,2
6,382394,128,112,5,2013,3,5,23,21,1,1,2
1,523776,5714,520,1873,2016,4,8,5,31,2,2,0
3,7886,140,2,23,2013,4,1,25,4,0,0,2
6,2296789,928,567,33,2014,5,10,4,40,3,3,0
2,28872,70,4,9,2013,0,3,25,13,1,0,2
1,55247,348,11,9,2015,3,6,25,26,2,1,2
1,18066,261,4,28,2014,1,4,1,14,1,1,0
1,1113120,4142,368,441,2016,1,2,16,7,0,0,1
38,118439,858,38,59,2016,5,7,23,29,2,2,2
1,984243,1184,205,57,2017,1,2,7,6,0,0,0
11,35003,293,17,23,2015,6,3,15,11,1,0,1
1,897135,4835,473,689,2014,0,7,21,30,2,2,2
1,62560,8295,54,4917,2016,5,8,20,33,2,2,1
1,3908,21,0,5,2014,3,10,2,40,3,3,0
2,87301,721,23,173,2013,3,8,15,33,2,2,1
7,83361,145,34,15,2013,0,3,25,13,1,0,2
4336,356617,4799,78,886,2016,1,6,7,23,2,1,0
3,448323,1796,107,116,2013,5,7,20,29,2,2,1
2,471104,3233,69,174,2016,0,6,6,23,2,1,0
1,2276106,F,F,2,2015,1,5,12,20,1,1,1
1,129112,477,21,15,2015,4,11,6,45,3,3,0
1,31034,624,7,201,2013,6,6,30,26,2,1,2
1,37658,15,3,3,2010,4,4,23,16,1,1,2
1,486310,1581,106,203,2013,3,11,21,47,3,3,2
10,2234219,5156,661,1463,2015,2,10,28,44,3,3,2
11169,17645,57,6,3,2015,3,4,2,14,1,1,0
524,1589,2,5,5,2016,3,11,17,46,3,3,1
915,3266806,1279,718,170,2013,1,1,15,3,0,0,1
1,521502,1396,173,37,2015,5,6,20,25,2,1,1
324,222781,522,32,24,2014,3,4,17,16,1,1,1
1,101835,658,10,34,2013,0,7,15,29,2,2,1
2,170319,137,53,21,2013,1,11,12,46,3,3,1
1,466,3,0,0,2016,1,2,9,6,0,0,0
1,117138,113,28,6,2014,3,7,31,31,2,2,2
1,193686,1020,22,13,2015,5,10,31,44,3,3,2
12,99232,1126,26,178,2015,4,11,27,48,3,3,2
2,121255,69,39,F,2016,1,7,5,27,2,2,0
1,1046,3,1,0,2012,2,8,22,34,2,2,2
1,49694,76,22,6,2014,5,8,9,32,2,2,0
2,100111,272,11,19,2014,4,5,9,19,1,1,0
1,6823,24,1,3,2013,2,10,30,44,3,3,2
1,469954,10035,313,8673,2015,2,12,30,53,0,3,2
2,459371,2721,45,86,2015,6,5,17,20,1,1,1
4,1192302,805,239,272,2016,1,3,1,9,1,0,0
6,85922,336,12,182,2013,0,8,26,35,2,2,2
3,22960,59,2,5,2015,5,7,4,27,2,2,0
2,977617,13677,933,1021,2016,3,11,24,47,3,3,2
1,29615,23,8,4,2013,5,10,5,40,3,3,0
1,16019,506,17,348,2013,6,9,29,39,3,2,2
1,93782,236,32,461,2016,1,2,23,8,0,0,2
1,2795,12,1,1,2013,2,4,24,17,1,1,2
1,33377,80,6,10,2016,6,9,18,37,3,2,1
3,198886,303,78,25,2016,4,1,22,3,0,0,2
3,726395,906,64,16,2014,0,2,10,7,0,0,0
1,21506,47,9,6,2014,4,4,4,14,1,1,0
1,21589,118,1,2,2014,2,1,22,4,0,0,2
6,958508,3184,205,736,2016,3,5,26,21,1,1,2
3,733363,5737,173,304,2016,5,1,30,4,0,0,2
1,988463,747,348,174,2016,5,9,17,37,3,2,1
2,3007988,F,F,168,2014,2,7,16,29,2,2,1
104,642393,896,85,26,2012,0,11,12,46,3,3,1
17,1001362,22189,718,10139,2016,1,2,9,6,0,0,0
22,3742456,19460,704,1927,2011,5,12,10,49,0,3,0
12,889947,970,240,138,2014,3,10,9,41,3,3,0
20,353475,983,41,36,2014,1,3,18,12,1,0,1
3,1149811,1352,572,155,2014,3,9,4,36,3,2,0
1,360555,1113,50,17,2014,1,7,15,29,2,2,1
170,5967838,2975,1261,126,2013,5,7,6,27,2,2,0
1,3071508,26548,423,2809,2016,2,11,2,44,3,3,0
3,1931585,1368,453,161,2014,4,12,12,50,0,3,1
1,35148,F,F,4,2016,2,9,7,36,3,2,0
48,670576,6009,422,1231,2016,4,5,20,20,1,1,1
2,158634,1093,29,95,2014,2,12,24,52,0,3,2
1,1825123,720,282,75,2010,4,1,15,2,0,0,1
35,360501,700,42,38,2011,5,12,10,49,0,3,0
1,194042,661,62,189,2015,2,9,9,37,3,2,0
90,2343661,18499,1086,2898,2016,4,9,30,39,3,2,2
2,286,4,0,0,2016,0,7,11,28,2,2,1
1,318993,7215,49,200,2016,0,3,14,11,1,0,1
1,6020,32,3,15,2014,4,10,3,40,3,3,0
3,1335905,1410,174,50,2015,3,4,16,16,1,1,1
3,8704,46,2,1,2012,2,11,28,48,3,3,2
1,99961,374,26,15,2017,4,1,13,2,0,0,1
2,143984,121,30,12,2016,1,7,19,29,2,2,1
1,269830,1819,80,112,2015,5,4,11,15,1,1,1
7,2012135,11843,1971,4637,2016,0,6,27,26,2,1,2
1,69345,56,18,1,2015,2,2,11,7,0,0,1
2,493805,890,123,139,2013,5,12,21,51,0,3,2
2279,2671,5,0,0,2016,1,12,13,50,0,3,1
1,6818,19,0,1,2016,0,7,4,27,2,2,0
7,1711,4,0,0,2016,1,4,5,14,1,1,0
2,203,0,0,0,2014,1,4,15,16,1,1,1
1,463,12,0,1,2017,3,3,30,13,1,0,2
14,110048,182,11,12,2010,0,8,23,34,2,2,2
1,2299,1,1,0,2016,2,9,21,38,3,2,2
3,504577,3956,129,1483,2013,4,1,4,1,0,0,0
1,109506,108,12,25,2016,4,2,5,5,0,0,0
1,149868,32,51,0,2014,6,2,2,5,0,0,0
250,1618584,18302,366,3281,2016,4,5,6,18,1,1,0
107,816,6,0,2,2015,4,2,13,7,0,0,1
2,57421,88,8,14,2011,3,6,23,25,2,1,2
2,1974,28,1,4,2016,4,12,23,51,0,3,2
3,3839,60,0,2,2016,4,9,16,37,3,2,1
2,860,11,0,10,2014,2,2,19,8,0,0,1
2,9558,20,6,0,2014,4,4,18,16,1,1,1
3,474358,2781,525,1812,2013,4,12,20,51,0,3,1
1,132946,1042,23,139,2015,1,7,14,29,2,2,1
2,1434301,8837,1011,895,2016,0,9,26,39,3,2,2
1,6234,31,3,1,2014,5,11,29,48,3,3,2
3,111523,535,39,44,2017,2,2,22,8,0,0,2
18,945770,3040,194,142,2012,3,4,5,14,1,1,0
1,818181,7827,203,1088,2016,5,6,18,24,2,1,1
12,612203,5152,458,1339,2016,4,3,11,10,1,0,1
3,30900,358,9,8,2016,5,11,5,44,3,3,0
18,438441,333,134,102,2013,0,2,11,7,0,0,1
28,6083650,18903,2956,1544,2016,3,2,11,6,0,0,1
1,3603150,17626,1083,336,2015,4,1,2,1,0,0,0
1,72836,202,10,3,2015,6,8,2,31,2,2,0
1,17221,57,5,10,2013,2,3,20,12,1,0,1
4,2520823,4855,3180,288,2017,6,2,19,7,0,0,1
2,229101,250,80,24,2014,3,12,18,51,0,3,1
1,2431,11,1,0,2014,3,3,13,11,1,0,1
1531,224975,1743,392,190,2017,5,3,11,10,1,0,1
7,953068,458,142,111,2016,6,9,25,38,3,2,2
2,658257,556,124,53,2016,5,1,16,2,0,0,1
5,114396,547,119,66,2016,3,9,22,38,3,2,2
1,146866,131,19,1,2016,5,6,18,24,2,1,1
1,38042,33,16,0,2014,0,6,30,27,2,1,2
1,76417,151,16,18,2014,3,5,29,22,1,1,2
41,1083804,1292,320,59,2013,3,6,27,26,2,1,2
1,239,0,0,0,2014,2,9,17,38,3,2,1
1,167475,122,25,28,2014,2,7,23,30,2,2,2
1,669,0,0,0,2013,4,3,22,12,1,0,2
1,914,7,0,0,2013,2,10,2,40,3,3,0
3,2146751,2499,460,196,2014,2,1,1,1,0,0,0
1,211679,1342,47,221,2015,4,11,13,46,3,3,1
2,662452,5557,73,236,2015,0,8,31,36,2,2,2
1,4711588,25274,3654,1962,2016,3,10,20,42,3,3,1
2,121,3,0,0,2016,2,9,28,39,3,2,2
35,1224966,1672,148,53,2013,2,6,26,26,2,1,2
3,224589,130,24,12,2016,3,8,18,33,2,2,1
9,147827,57,14,5,2012,0,8,13,33,2,2,1
1,176443,1588,25,102,2015,1,7,7,28,2,2,0
3,59812,327,12,142,2014,1,1,7,2,0,0,0
4,794566,1848,302,147,2015,2,5,13,20,1,1,1
2,182616,292,10,6,2015,3,6,18,25,2,1,1
1,30579,644,5,66,2013,2,9,4,36,3,2,0
4329,4837,5,3,1,2016,1,2,16,7,0,0,1
3,2333,8,1,1,2010,5,11,27,47,3,3,2
1,874141,1659,212,241,2015,6,7,12,28,2,2,1
1,1746080,3448,85,528,2013,0,2,18,8,0,0,1
1,53907,32,27,11,2015,4,5,15,20,1,1,1
35,851767,267,119,11,2012,5,1,7,1,0,0,0
2,138971,551,51,47,2014,2,6,18,25,2,1,1
1,58196,127,7,7,2016,2,4,27,17,1,1,2
10,2392130,26895,431,2832,2016,4,8,5,31,2,2,0
1,74549,33,3,31,2008,2,10,29,44,3,3,2
8,3031333,9357,266,515,2015,1,9,1,36,3,2,0
23,140148,494,23,88,2011,2,6,8,23,2,1,0
22,275262,1149,18,277,2010,6,10,24,42,3,3,2
1,76683,698,56,50,2015,5,10,24,43,3,3,2
1,18007,92,5,10,2015,6,7,26,30,2,2,2
2,49248,322,1,7,2015,6,3,29,13,1,0,2
100,56402,597,20,40,2015,1,9,8,37,3,2,0
23,1914510,2801,498,318,2015,3,6,11,24,2,1,1
4909,810060,2597,124,163,2013,5,1,12,2,0,0,1
1,9009,41,4,9,2012,4,8,24,34,2,2,2
1,279565,2079,28,59,2016,5,1,30,4,0,0,2
3,395461,358,48,35,2013,3,4,4,14,1,1,0
3,10544,202,5,43,2016,1,9,27,39,3,2,2
1,30835,209,5,15,2014,3,5,1,18,1,1,0
30,22053,243,12,46,2016,1,8,2,31,2,2,0
1,1326548,2736,124,205,2016,4,9,2,35,3,2,0
11,266514,1709,254,965,2014,4,4,4,14,1,1,0
1,226147,741,27,33,2011,5,1,8,1,0,0,0
1,19901,559,8,22,2016,6,8,14,32,2,2,1
1,2202,1,1,0,2012,3,6,7,23,2,1,0
1,35387,483,47,444,2017,4,3,10,10,1,0,0
1,253920,670,40,79,2016,4,5,27,21,1,1,2
2,171764,2611,156,51,2016,4,9,16,37,3,2,1
2,160562,1885,14,235,2016,3,3,3,9,1,0,0
4,1639581,19691,3317,5627,2016,2,8,31,35,2,2,2
24,6584151,2040,1516,90,2015,2,7,15,29,2,2,1
5,1182272,10431,535,346,2016,0,1,4,1,0,0,0
4,2740,15,2,1,2017,5,3,18,11,1,0,1
1,23529,84,2,24,2013,0,5,27,22,1,1,2
1,9963,65,2,4,2013,3,6,20,25,2,1,1
2,1289482,4051,634,260,2016,2,4,27,17,1,1,2
1,102180,221,15,15,2010,5,12,18,50,0,3,1
1,43808,59,10,21,2015,0,5,25,22,1,1,2
2,289122,734,114,22,2013,1,7,16,29,2,2,1
1,144352,170,8,16,2015,3,11,12,46,3,3,1
12,2238459,15128,278,396,2016,1,3,15,11,1,0,1
4,3025248,7663,545,929,2015,4,5,15,20,1,1,1
3,1009854,260,199,40,2016,6,8,14,32,2,2,1
1,1186729,1152,295,96,2016,3,8,11,32,2,2,1
5,960475,621,391,73,2013,0,12,23,52,0,3,2
1,361880,7123,469,3277,2016,0,4,4,14,1,1,0
27,99841,1270,11,99,2014,3,5,1,18,1,1,0
4,397,0,0,1,2017,0,2,6,6,0,0,0
13,750238,6013,600,517,2016,2,5,25,21,1,1,2
7,493176,626,78,21,2014,0,4,21,17,1,1,2
2,6500,71,27,12,2014,5,10,11,41,3,3,1
1,12250,F,F,F,2012,3,12,27,52,0,3,2
2,2850562,8733,1319,395,2016,5,3,19,11,1,0,1
2,97133,F,F,11,2015,5,4,18,16,1,1,1
1,455881,2975,35,95,2016,2,12,7,49,0,3,0
4,2456930,21748,1393,5595,2016,6,5,1,17,1,1,0
2,67541,691,19,66,2016,6,8,7,31,2,2,0
3,4662,4,0,0,2014,1,3,18,12,1,0,1
1,49444,9,0,6,2015,2,8,5,32,2,2,0
3,2276,3,0,0,2013,3,3,21,12,1,0,2
4,626951,6963,122,251,2014,4,2,14,7,0,0,1
4,525905,530,346,F,2016,2,7,6,27,2,2,0
23,2042,6,0,2,2016,5,10,15,41,3,3,1
1,161036,187,23,12,2014,0,1,20,4,0,0,1
1,115831,836,30,53,2015,1,10,6,41,3,3,0
2,33349,72,8,2,2012,5,12,1,48,0,3,0
1,407068,1648,48,92,2011,1,10,18,42,3,3,1
6,1174320,3243,215,140,2014,1,7,1,27,2,2,0
1,456578,1587,253,4777,2016,0,3,21,12,1,0,2
8,104197,74,16,1,2015,2,7,8,28,2,2,0
14,139620,452,13,105,2010,6,10,24,42,3,3,2
12,265367,755,66,97,2012,1,11,27,48,3,3,2
1,289507,972,77,56,2016,2,6,22,25,2,1,2
1,1169774,5269,228,244,2012,3,12,13,50,0,3,1
1,3462,35,1,F,2016,2,7,27,30,2,2,2
1,924783,4636,627,2125,2015,6,11,15,46,3,3,1
1,354295,248,149,7,2015,3,1,1,1,0,0,0
1,28750,49,3,4,2011,2,6,29,26,2,1,2
1,75114,68,5,7,2015,0,8,24,35,2,2,2
4,1012490,5080,175,1307,2015,3,5,14,20,1,1,1
37,8060603,24124,2897,2733,2016,4,4,29,17,1,1,2
1,151696,1674,13,222,2016,3,6,9,23,2,1,0
2,233652,2441,46,231,2016,6,7,31,30,2,2,2
1,146228,448,27,91,2010,3,11,11,45,3,3,1
4,56642,92,5,21,2011,6,6,19,24,2,1,1
1,14223,498,15,10,2014,4,4,25,17,1,1,2
5,694410,758,74,83,2014,1,3,18,12,1,0,1
2,516191,5755,186,1366,2016,2,9,14,37,3,2,1
1,346730,833,87,57,2014,6,4,20,16,1,1,1
4,106010,304,41,F,2013,1,10,1,40,3,3,0
2,662499,294,190,31,2016,0,9,26,39,3,2,2
1,787155,509,159,162,2015,6,2,15,7,0,0,1
1,166285,794,26,97,2015,4,5,8,19,1,1,0
1,152,1,0,1,2016,0,2,29,9,0,0,2
13,2171205,7006,275,904,2011,1,8,2,31,2,2,0
7,1224,3,0,0,2016,0,6,6,23,2,1,0
5,747691,4506,138,137,2015,6,5,17,20,1,1,1
2,665167,2909,142,171,2016,3,4,28,17,1,1,2
2,452892,1906,304,772,2015,2,2,18,8,0,0,1
4,5116708,29012,453,2454,2013,4,3,29,13,1,0,2
4,358725,539,185,153,2015,3,5,28,22,1,1,2
14,629525,607,315,155,2013,3,5,23,21,1,1,2
5,235551,567,31,13,2010,2,2,17,7,0,0,1
233,2574107,5209,385,116,2014,2,4,16,16,1,1,1
28,2838,38,0,1,2016,1,11,1,44,3,3,0
2,701744,1248,209,130,2015,4,12,11,50,0,3,1
1,161926,1915,54,313,2016,5,3,12,10,1,0,1
1445,16565,31,6,1,2016,0,9,12,37,3,2,1
25,42375,294,22,32,2016,3,8,4,31,2,2,0
1,350294,1122,209,222,2017,1,2,14,7,0,0,1
17,4279629,15893,435,1158,2013,4,9,20,38,3,2,1
1,128570,68,37,13,2012,5,9,22,38,3,2,2
1,196706,1182,75,180,2016,3,6,9,23,2,1,0
1,146407,313,15,13,2016,1,2,16,7,0,0,1
1,5865,10,1,2,2013,0,1,7,2,0,0,0
1,830303,1200,199,332,2016,4,7,29,30,2,2,2
1,113852,190,37,12,2012,3,7,19,29,2,2,1
87,864956,2648,318,347,2013,0,9,16,38,3,2,1
6,527446,1656,173,134,2012,5,11,10,45,3,3,0
4,446502,544,54,23,2012,0,3,19,12,1,0,1
1,1335,13,2,0,2016,4,7,22,29,2,2,2
326,1723687,1593,257,122,2013,0,2,4,6,0,0,0
9478,345929,2609,83,234,2015,5,12,12,50,0,3,1
54,4046966,7784,1534,521,2016,5,8,6,31,2,2,0
1,47196,242,9,21,2014,2,2,26,9,0,0,2
16,1634479,3063,557,270,2015,2,1,7,2,0,0,0
2,111885,2680,36,1317,2016,6,9,25,38,3,2,2
1,146244,594,38,19,2017,2,3,29,13,1,0,2
1,83537,185,20,9,2013,3,11,28,48,3,3,2
6,20404,32,12,0,2014,1,5,27,22,1,1,2
17,1436705,384,224,17,2014,4,10,24,43,3,3,2
1,2294,11,0,0,2015,1,10,6,41,3,3,0
4,3909300,18481,421,1507,2015,3,7,30,31,2,2,2
827,6074,17,3,0,2014,0,6,30,27,2,1,2
4,120914,570,17,10,2015,1,11,17,47,3,3,1
1,41388,236,11,28,2014,3,7,10,28,2,2,0
8,1880978,1100,175,29,2014,4,11,21,47,3,3,2
2,34282,116,10,6,2016,5,1,9,1,0,0,0
1,9185,39,0,3,2016,2,9,7,36,3,2,0
24,551333,6824,498,18025,2016,1,12,13,50,0,3,1
4,68492,667,40,143,2013,4,11,1,44,3,3,0
1,470233,2736,118,371,2013,5,6,15,24,2,1,1
27,2591155,5793,3171,794,2016,3,6,23,25,2,1,2
1,35812,64,1,1,2016,4,6,24,25,2,1,2
1,59783,84,8,5,2013,3,10,31,44,3,3,2
1,1161821,2638,540,208,2015,5,5,23,21,1,1,2
2,186971,363,37,14,2014,5,4,12,15,1,1,1
1,15372,46,7,40,2015,1,9,22,39,3,2,2
1,15585,174,12,17,2015,0,9,28,40,3,2,2
4,1199250,4609,266,227,2015,2,4,1,14,1,1,0
2,329044,465,106,29,2014,3,12,18,51,0,3,1
1,144041,319,10,11,2013,3,3,21,12,1,0,2
5,7526602,62608,3046,2395,2015,4,2,13,7,0,0,1
2,124621,879,25,27,2015,5,12,19,51,0,3,1
3,133942,418,44,29,2016,5,1,30,4,0,0,2
1,6598,9,0,0,2010,5,10,2,39,3,3,0
1,185743,2535,114,639,2016,1,4,12,15,1,1,1
1,11739,57,2,3,2014,4,10,24,43,3,3,2
1,130380,900,33,443,2013,2,8,14,33,2,2,1
1,66139,218,20,14,2015,1,2,17,8,0,0,1
60,55332157,139259,11843,5511,2014,4,8,22,34,2,2,2
10,731822,1069,235,90,2012,6,11,11,45,3,3,1
5174,91926,1537,55,131,2016,5,12,17,50,0,3,1
3,312294,904,69,283,2016,4,5,20,20,1,1,1
8,1645986,24054,489,4995,2016,5,7,30,30,2,2,2
2,12089,19,5,4,2015,5,7,11,28,2,2,1
11,568613,920,92,79,2010,4,6,25,25,2,1,2
52565,63209,F,F,1,2016,2,11,16,46,3,3,1
2,212770,1772,107,1606,2016,1,8,9,32,2,2,0
2,403130,660,135,33,2013,0,10,21,43,3,3,2
2,1361366,1384,757,185,2016,0,8,22,34,2,2,2
2,2419479,1831,499,68,2016,1,2,23,8,0,0,2
5,1072196,3070,137,336,2015,4,4,10,15,1,1,0
93,64310773,20397,10258,23,2015,2,9,2,36,3,2,0
2,155844,813,22,142,2016,4,9,23,38,3,2,2
6775,8626,23,0,0,2015,2,3,25,13,1,0,2
1,2059,34,1,5,2013,4,8,16,33,2,2,1
2,63893,420,18,182,2016,1,9,27,39,3,2,2
1,21098,211,15,51,2016,3,8,4,31,2,2,0
17,766657,651,257,98,2013,0,8,26,35,2,2,2
2,6138,35,1,4,2013,0,4,15,16,1,1,1
4,128740,154,7,21,2010,6,2,28,8,0,0,2
1,277606,1725,101,117,2015,4,8,28,35,2,2,2
2,26848,200,2,91,2016,6,10,2,39,3,3,0
1,289432,1376,60,90,2014,0,5,26,22,1,1,2
3,1164965,1166,274,100,2015,1,11,17,47,3,3,1
1,35441,22,9,2,2012,1,1,17,3,0,0,1
54,1266723,1865,345,238,2013,4,1,25,4,0,0,2
2,111543,16,53,0,2016,1,5,17,20,1,1,1
4,220464,961,69,185,2015,5,11,21,47,3,3,2
6,1018682,8718,265,938,2016,3,8,25,34,2,2,2
1,195844,643,22,27,2014,0,5,26,22,1,1,2
1,1387094,10663,260,1859,2015,3,12,17,51,0,3,1
2,6064002,62476,2277,2217,2015,4,8,28,35,2,2,2
1,74778,47,9,1,2012,1,6,19,25,2,1,1
1,414091,1248,749,25,2017,5,3,18,11,1,0,1
2,209764,296,44,31,2015,3,11,5,45,3,3,0
1,12585,126,3,7,2014,5,4,12,15,1,1,1
335,416,4,0,5,2014,5,11,15,46,3,3,1
3,591647,563,232,252,2014,2,1,22,4,0,0,2
4,449299,1020,98,23,2012,2,2,8,6,0,0,0
1,212438,298,73,62,2016,2,5,11,19,1,1,1
7,69201,172,26,60,2014,3,1,30,5,0,0,2
1,681582,1364,111,65,2015,4,5,29,22,1,1,2
8114,12152,14,7,3,2015,1,2,24,9,0,0,2
1,11151,101,2,17,2016,2,2,17,7,0,0,1
1,378605,431,59,160,2016,1,3,15,11,1,0,1
1,8237,481,0,107,2015,3,10,8,41,3,3,0
1574,3911,109,7,17,2017,0,3,20,12,1,0,1
8,444207,342,129,37,2013,1,2,12,7,0,0,1
19,49214,36,5,0,2013,4,9,27,39,3,2,2
1,32947,42,38,2,2013,4,10,4,40,3,3,0
1,109290,461,8,9,2014,4,5,30,22,1,1,2
10,528926,853,94,16,2012,0,4,23,17,1,1,2
4,3368,37,4,7,2016,0,5,9,19,1,1,0
1,821015,6235,354,122,2016,2,4,6,14,1,1,0
3,606200,1445,274,132,2016,2,1,20,3,0,0,1
7,2949850,1673,1220,335,2016,3,7,28,30,2,2,2
5,1063341,3093,203,84,2012,3,3,29,13,1,0,2
3,954453,8005,340,2894,2015,6,10,18,42,3,3,1
10,101947,472,12,62,2015,0,5,25,22,1,1,2
1,1364461,15354,157,1672,2015,2,8,19,34,2,2,1
3,652434,2142,52,304,2016,5,7,2,26,2,2,0
1,63384,102,19,9,2016,0,1,18,3,0,0,1
18,3742945,2466,1058,622,2014,4,12,12,50,0,3,1
1,173721,84,37,5,2014,0,10,6,41,3,3,0
4,420562,1593,104,139,2014,0,10,13,42,3,3,1
1,400201,9157,223,1217,2016,3,2,18,7,0,0,1
1,20003,234,11,62,2016,4,6,24,25,2,1,2
4,689517,3236,94,266,2015,1,9,15,38,3,2,1
6,2122534,5281,604,2788,2015,5,9,5,36,3,2,0
1,24366,789,13,85,2016,1,7,19,29,2,2,1
1,67136,126,20,11,2016,4,8,5,31,2,2,0
4,596406,3052,348,1305,2016,1,6,7,23,2,1,0
1,3130224,17538,1011,263,2014,0,5,26,22,1,1,2
2,245897,715,52,48,2011,3,5,5,18,1,1,0
2,572640,798,111,354,2007,6,12,9,49,0,3,0
92,1024850,1148,39,53,2008,1,3,18,12,1,0,1
2,8075,26,5,6,2013,0,12,30,1,0,3,2
10,6141689,23944,1220,1809,2013,0,5,6,19,1,1,0
11,591345,2259,357,1273,2014,5,9,20,38,3,2,1
73,514971,1640,171,86,2012,0,10,15,42,3,3,1
4,693312,207,166,15,2012,0,6,11,24,2,1,1
1,788877,2724,153,1169,2016,6,1,3,53,0,0,0
2,63473,106,20,9,2014,5,12,6,49,0,3,0
9503,11504,13,2,1,2015,0,1,19,4,0,0,1
1,22970,409,7,93,2012,5,12,29,52,0,3,2
1,98795,407,19,22,2014,0,4,14,16,1,1,1
1,804,1,1,0,2013,0,11,25,48,3,3,2
3,123458,47,27,2,2012,2,10,3,40,3,3,0
2,862305,8717,317,2805,2016,3,1,7,1,0,0,0
1,336860,1332,117,275,2016,3,3,24,12,1,0,2
7,4426961,177473,3315,31165,2016,1,2,16,7,0,0,1
2,224613,328,58,18,2015,4,10,23,43,3,3,2
5,84,1,0,0,2015,4,4,10,15,1,1,0
9,130094,99,53,3,2012,3,8,16,33,2,2,1
10,500385,6297,559,1261,2016,1,9,27,39,3,2,2
1,49456,1966,34,373,2017,5,4,8,14,1,1,0
